,feature1,date,psi_co,psi_o3,psi_no2,psi_so2,psi_pm10,total_psi,year_month,year,month,feature2,day
2770,0,1388-10-17,6.52,34.2,2.06,77.56,77,77.56,1388-10,1388,10,616,17
2771,11,1388-10-18,14.85,24.2,4.65,77.75,86,86,1388-10,1388,10,617,18
2772,14,1388-10-19,14.01,25.8,4.62,77.69,104,104,1388-10,1388,10,618,19
2773,6,1388-10-20,23.73,28.7,7.76,78.13,96,96,1388-10,1388,10,619,20
2774,16,1388-10-21,26.78,22.9,7.1,78.15,121,121,1388-10,1388,10,620,21
2775,13,1388-10-22,79,22.9,5.07,78.71,110,110,1388-10,1388,10,621,22
2776,0,1388-10-23,9.3,28.3,4.52,78.19,106,106,1388-10,1388,10,622,23
2777,4,1388-10-24,5,32.1,2.6,78.1,77,78.1,1388-10,1388,10,623,24
2778,6,1388-10-25,5.13,29.6,2.36,78.35,77,78.35,1388-10,1388,10,624,25
2779,9,1388-10-26,8.88,27.1,3.44,78.95,78,78.95,1388-10,1388,10,625,26
2780,12,1388-10-27,16.65,25,4.69,79.44,122,122,1388-10,1388,10,626,27
2781,5,1388-10-28,11.93,27.1,3.09,79.46,96,96,1388-10,1388,10,627,28
2782,7,1388-10-29,6.38,32.5,1.93,79.43,77,79.43,1388-10,1388,10,628,29
2783,5,1388-10-30,15.4,25.4,2.75,79.34,92,92,1388-10,1388,10,629,30
3056,4,1388-11-01,14.57,32,7,78.6,58.8,78.6,1388-11,1388,11,630,1
3057,9,1388-11-02,21.09,35,6,78.73,61.6,78.73,1388-11,1388,11,631,2
3058,3,1388-11-03,8.6,35.7,8,78.54,57.9,78.54,1388-11,1388,11,632,3
3059,3,1388-11-04,15.96,22.4,7,78.85,58.3,78.85,1388-11,1388,11,633,4
3061,4,1388-11-06,7.77,34,6,78.18,456.2,456.21,1388-11,1388,11,635,6
3062,8,1388-11-07,4.44,34.2,5.51,77.51,453.1,453.08,1388-11,1388,11,636,7
3063,7,1388-11-08,16.1,29.7,7,75.24,163.4,163.35,1388-11,1388,11,637,8
3064,8,1388-11-09,15.54,37,6.15,74.96,139,138.98,1388-11,1388,11,638,9
3065,10,1388-11-10,14.57,62,8.22,75.23,82.4,82.42,1388-11,1388,11,639,10
3066,11,1388-11-11,27.89,33,9,76.4,131.8,131.77,1388-11,1388,11,640,11
3067,3,1388-11-12,12.63,30,6,76.35,73.1,76.35,1388-11,1388,11,641,12
3068,2,1388-11-13,14.15,37,4.8,77.13,75.8,77.13,1388-11,1388,11,642,13
3069,4,1388-11-14,8.6,28,5.51,77.95,70.9,77.95,1388-11,1388,11,643,14
3070,11,1388-11-15,9.02,36.2,4.8,79.74,107.1,107.13,1388-11,1388,11,644,15
3071,6,1388-11-16,3.19,35.2,5,77.66,639.5,639.5,1388-11,1388,11,645,16
3072,8,1388-11-17,7.08,38.2,6,73.84,144.1,144.08,1388-11,1388,11,646,17
3073,2,1388-11-18,6.11,39.7,5,73.06,38.9,73.06,1388-11,1388,11,647,18
3074,4,1388-11-19,6.94,43.2,6.66,73.29,47,73.29,1388-11,1388,11,648,19
3075,2,1388-11-20,11.66,36,9,73.53,69.5,73.53,1388-11,1388,11,649,20
3076,0,1388-11-21,9.02,43.6,7.39,74.17,58.7,74.17,1388-11,1388,11,650,21
3077,3,1388-11-22,13.88,45.8,8,74.36,69.1,74.36,1388-11,1388,11,651,22
3078,6,1388-11-23,25.11,50,9,74.46,88.5,88.5,1388-11,1388,11,652,23
3079,9,1388-11-24,38.16,48.9,9,75,95.3,95.29,1388-11,1388,11,653,24
3080,8,1388-11-25,16.65,48.6,8,75.28,89.3,89.29,1388-11,1388,11,654,25
3081,0,1388-11-26,18.87,46.4,8,75.39,86,85.96,1388-11,1388,11,655,26
3082,4,1388-11-27,41.63,74.3,10,76.03,32,76.03,1388-11,1388,11,656,27
3083,15,1388-11-28,9.3,44,7,75.97,109,108.96,1388-11,1388,11,657,28
3084,2,1388-11-29,6.94,47,6,75.88,80.6,80.65,1388-11,1388,11,658,29
3085,0,1388-11-30,5.13,49,5,75.97,103.3,103.27,1388-11,1388,11,659,30
3358,7,1388-12-01,6,34.8,5.98,20.02,467.7,467.67,1388-12,1388,12,660,1
3359,0,1388-12-02,9,35.1,6.81,25.17,114.6,114.58,1388-12,1388,12,661,2
3360,3,1388-12-03,25,41.2,7.62,34.54,127.1,127.08,1388-12,1388,12,662,3
3362,11,1388-12-05,6,45.5,5.05,20.96,2054.2,2054.17,1388-12,1388,12,664,5
3363,4,1388-12-06,8,36.1,6.05,22.29,579.2,579.17,1388-12,1388,12,665,6
3364,6,1388-12-07,8.5,36,5.46,24.4,466.7,466.67,1388-12,1388,12,666,7
3365,2,1388-12-08,14.5,45.8,7.27,26.06,508.3,508.33,1388-12,1388,12,667,8
3366,6,1388-12-09,12,41.4,6.96,23.94,529.2,529.17,1388-12,1388,12,668,9
3367,4,1388-12-10,7.22,39.2,5.97,34.03,120.8,120.83,1388-12,1388,12,669,10
3368,2,1388-12-11,6,41.2,5.88,22.5,93.8,93.75,1388-12,1388,12,670,11
3369,9,1388-12-12,8,43.1,6.75,24.64,64.6,64.58,1388-12,1388,12,671,12
3370,6,1388-12-13,8,46.1,5.36,21.5,429.2,429.17,1388-12,1388,12,672,13
3371,2,1388-12-14,5,38.7,5.05,18.04,720.8,720.83,1388-12,1388,12,673,14
3372,2,1388-12-15,11,50.2,7.3,30.28,485.5,485.54,1388-12,1388,12,674,15
3373,6,1388-12-16,17.5,62.9,8.1,41.26,195.8,195.83,1388-12,1388,12,675,16
3374,2,1388-12-17,16,50.7,8.22,34.5,162.5,162.5,1388-12,1388,12,676,17
3375,8,1388-12-18,12,55.2,7.62,28.6,116.7,116.67,1388-12,1388,12,677,18
3376,3,1388-12-19,22.7,46.6,9.41,30.55,122.9,122.92,1388-12,1388,12,678,19
3377,4,1388-12-20,18.45,41.2,8.23,31.21,355.4,355.36,1388-12,1388,12,679,20
3378,6,1388-12-21,28.3,50,8.22,63,170,170,1388-12,1388,12,680,21
3379,8,1388-12-22,10,55,7.62,62,106,106,1388-12,1388,12,681,22
3380,3,1388-12-23,7,46,9.41,70,103,103,1388-12,1388,12,682,23
3381,11,1388-12-24,8,55,6.75,71,90,90,1388-12,1388,12,683,24
3382,6,1388-12-25,5,62,5.36,79,479,479,1388-12,1388,12,684,25
3383,10,1388-12-26,9,46,5,31,485,485,1388-12,1388,12,685,26
3384,3,1388-12-27,5.2,74,7.2,55,962,962,1388-12,1388,12,686,27
3385,2,1388-12-28,3.5,44,13.3,11,570,570,1388-12,1388,12,687,28
3386,9,1388-12-29,3.7,47,14,18,89,89,1388-12,1388,12,688,29
3387,0,1388-12-30,4,40,12,21,100,100,1388-12,1388,12,689,30
31,5,1389-01-01,14.15,34.8,4.16,11.83,75,75,1389-01,1389,1,690,1
32,10,1389-01-02,14.43,35.1,5.19,12.28,70.8,70.83,1389-01,1389,1,691,2
33,10,1389-01-03,12.63,41.2,4.98,12.26,75,75,1389-01,1389,1,692,3
34,1,1389-01-04,12.9,34.3,4.89,11.9,75,75,1389-01,1389,1,693,4
35,3,1389-01-05,29.14,45.5,5.58,11.55,75,75,1389-01,1389,1,694,5
36,2,1389-01-06,21.51,36.1,6.87,11.65,93.8,93.75,1389-01,1389,1,695,6
37,3,1389-01-07,14.85,36,4.96,11.24,2262.5,2262.5,1389-01,1389,1,696,7
38,2,1389-01-08,12.35,45.8,5.4,11.13,195.8,195.83,1389-01,1389,1,697,8
39,6,1389-01-09,13.04,41.4,6.56,15.03,321.9,321.88,1389-01,1389,1,698,9
40,4,1389-01-10,12.35,39.2,7.03,13.11,145.8,145.83,1389-01,1389,1,699,10
41,2,1389-01-11,12.9,41.2,6.54,13.37,93.8,93.75,1389-01,1389,1,700,11
42,1,1389-01-12,10.55,43.1,3.96,12.7,150,150,1389-01,1389,1,701,12
43,0,1389-01-13,11.93,46.1,4.98,12.85,83.3,83.33,1389-01,1389,1,702,13
44,3,1389-01-14,10.96,38.7,8.07,16.24,164.6,164.58,1389-01,1389,1,703,14
45,1,1389-01-15,16.51,50.2,8.66,19.6,179.2,179.17,1389-01,1389,1,704,15
46,6,1389-01-16,11.1,62.9,5.96,23.37,85.4,85.42,1389-01,1389,1,705,16
47,2,1389-01-17,18.45,50.7,5.91,20.6,1025,1025,1389-01,1389,1,706,17
48,0,1389-01-18,17.9,55.2,7,28.61,133.3,133.33,1389-01,1389,1,707,18
49,6,1389-01-19,12.21,46.6,4.89,28.42,135.4,135.42,1389-01,1389,1,708,19
50,11,1389-01-20,18.35,41.2,4.55,18.93,137.5,137.5,1389-01,1389,1,709,20
51,6,1389-01-21,15.82,21.8,6.1,18.27,100,100,1389-01,1389,1,710,21
52,6,1389-01-22,13.46,26.6,7.09,21.85,425,425,1389-01,1389,1,711,22
53,4,1389-01-23,14.85,31.8,6.53,20.9,137.5,137.5,1389-01,1389,1,712,23
54,2,1389-01-24,23.31,32.2,3.01,16.08,106.3,106.25,1389-01,1389,1,713,24
55,4,1389-01-25,14.43,31.3,4.05,11.3,60.4,60.42,1389-01,1389,1,714,25
56,8,1389-01-26,15.54,37.7,5.49,13.84,102.1,102.08,1389-01,1389,1,715,26
57,6,1389-01-27,22.2,50.9,4.93,16.42,100,100,1389-01,1389,1,716,27
58,6,1389-01-28,15.26,42.2,6.1,15.99,112.5,112.5,1389-01,1389,1,717,28
59,0,1389-01-29,14.85,41.7,6.92,15.25,145.8,145.83,1389-01,1389,1,718,29
60,2,1389-01-30,11.79,23.2,7.32,16.22,467.7,467.67,1389-01,1389,1,719,30
61,5,1389-01-31,15.54,23.2,7.7,12.74,150,150,1389-01,1389,1,720,31
330,4,1389-02-01,29.83,46.2,11.84,19.37,89.6,89.58,1389-02,1389,2,721,1
331,6,1389-02-02,28.86,39.1,14.5,44.55,122.9,122.92,1389-02,1389,2,722,2
332,2,1389-02-03,24.14,28.2,15,18.72,515.3,515.33,1389-02,1389,2,723,3
333,3,1389-02-04,21.65,32.3,24.23,1.4,83.3,83.33,1389-02,1389,2,724,4
334,6,1389-02-05,27.06,34.1,20,6.66,102.1,102.08,1389-02,1389,2,725,5
335,3,1389-02-06,31.22,35.2,7.06,6.03,77.1,77.08,1389-02,1389,2,726,6
336,4,1389-02-07,21.23,43.7,9.04,9.01,81.3,81.25,1389-02,1389,2,727,7
337,3,1389-02-08,25.95,40.3,6.24,27.08,108.3,108.33,1389-02,1389,2,728,8
338,0,1389-02-09,22.06,44.2,9.38,45.4,137.5,137.5,1389-02,1389,2,729,9
339,6,1389-02-10,14.57,37.5,5.02,4.03,353.1,353.13,1389-02,1389,2,730,10
340,4,1389-02-11,19.56,30.4,24.23,7.59,70.8,70.83,1389-02,1389,2,731,11
341,1,1389-02-12,23.59,6.5,15,3.09,56.3,56.25,1389-02,1389,2,732,12
342,4,1389-02-13,16.1,33.7,27,1.5,75,75,1389-02,1389,2,733,13
343,3,1389-02-14,22.34,37.9,32,1.96,77.1,77.08,1389-02,1389,2,734,14
344,4,1389-02-15,24.84,32.4,25,3.47,72.9,72.92,1389-02,1389,2,735,15
345,4,1389-02-16,21.78,35.8,48.3,4.07,75,75,1389-02,1389,2,736,16
346,3,1389-02-17,19.15,53.7,78.9,19.42,85.4,85.42,1389-02,1389,2,737,17
347,9,1389-02-18,23.17,44.8,68,19.43,122.9,122.92,1389-02,1389,2,738,18
348,0,1389-02-19,35.38,45.8,57,22.92,104.2,104.17,1389-02,1389,2,739,19
349,2,1389-02-20,25.81,37.3,16.5,48.11,122.9,122.92,1389-02,1389,2,740,20
350,2,1389-02-21,29.14,40.3,39.33,44.26,125,125,1389-02,1389,2,741,21
351,7,1389-02-22,28.86,39.2,30.37,48.73,172.9,172.92,1389-02,1389,2,742,22
352,2,1389-02-23,28.86,22.4,7.44,26.58,485.5,485.54,1389-02,1389,2,743,23
353,1,1389-02-24,20.67,31.7,14,6.47,193.8,193.75,1389-02,1389,2,744,24
354,2,1389-02-25,27.06,34.2,9,3.84,158.3,158.33,1389-02,1389,2,745,25
355,5,1389-02-26,31.22,34.7,14,8,197.9,197.92,1389-02,1389,2,746,26
356,5,1389-02-27,20.95,53.5,17.7,22.84,108.3,108.33,1389-02,1389,2,747,27
357,5,1389-02-28,27.75,17.8,9.17,5.1,408.3,408.33,1389-02,1389,2,748,28
358,3,1389-02-29,27.89,20.5,6.78,8.54,467.7,467.67,1389-02,1389,2,749,29
359,0,1389-02-30,28.86,21.9,6.5,17.46,408.3,408.33,1389-02,1389,2,750,30
360,8,1389-02-31,23.03,34.2,6.14,3.17,122.9,122.92,1389-02,1389,2,751,31
640,8,1389-03-01,27.61,45.4,6.37,6.15,97.9,97.92,1389-03,1389,3,752,1
641,1,1389-03-02,26.36,42.6,7.61,10.33,95.8,95.83,1389-03,1389,3,753,2
642,3,1389-03-03,26.78,34.9,9.08,20.99,175,175,1389-03,1389,3,754,3
643,2,1389-03-04,26.64,34.5,6.9,5.51,337.5,337.5,1389-03,1389,3,755,4
644,6,1389-03-05,27.33,37.3,7.17,8.06,112.5,112.5,1389-03,1389,3,756,5
645,2,1389-03-06,27.61,47.3,6.62,6.78,100,100,1389-03,1389,3,757,6
646,5,1389-03-07,20.67,40,5.63,4.8,81.3,81.25,1389-03,1389,3,758,7
647,7,1389-03-08,33.58,44.9,10.07,57.09,152.1,152.08,1389-03,1389,3,759,8
648,1,1389-03-09,27.33,31.5,6.68,9.24,384.4,384.38,1389-03,1389,3,760,9
649,1,1389-03-10,27.75,38,8.23,10.21,150,150,1389-03,1389,3,761,10
650,3,1389-03-11,25.39,50.2,7.27,12.28,112.5,112.5,1389-03,1389,3,762,11
651,2,1389-03-12,29.83,63.9,8.62,11.65,81.3,81.25,1389-03,1389,3,763,12
652,4,1389-03-13,28.17,66.2,10.44,53.59,75,75,1389-03,1389,3,764,13
653,3,1389-03-14,19.7,101,8.9,64.78,75,207.88,1389-03,1389,3,765,14
654,3,1389-03-15,22.62,64.6,7.64,55.94,75,75,1389-03,1389,3,766,15
655,3,1389-03-16,35.52,85.7,9.23,17.47,75,85.75,1389-03,1389,3,767,16
656,4,1389-03-17,26.5,61.2,7.06,19.12,75,75,1389-03,1389,3,768,17
657,1,1389-03-18,30.11,27.4,5.93,4.56,75,75,1389-03,1389,3,769,18
658,7,1389-03-19,28.44,29,20.66,3.74,33.3,33.33,1389-03,1389,3,770,19
659,2,1389-03-20,27.2,26.1,11.86,7.1,104.2,104.17,1389-03,1389,3,771,20
660,7,1389-03-21,14.15,32,6.97,2.1,114.6,114.58,1389-03,1389,3,772,21
661,3,1389-03-22,23.59,34.6,36.44,6.44,122.9,122.92,1389-03,1389,3,773,22
662,0,1389-03-23,25.81,33.9,11.52,5.33,125,125,1389-03,1389,3,774,23
663,3,1389-03-24,33.16,44.1,11.39,6.04,100,100,1389-03,1389,3,775,24
664,1,1389-03-25,30.39,55.7,10.52,20.49,129.2,129.17,1389-03,1389,3,776,25
665,2,1389-03-26,32.61,83.2,9.86,45.93,645.8,645.83,1389-03,1389,3,777,26
666,8,1389-03-27,33.16,49.7,2,28.81,311.5,311.46,1389-03,1389,3,778,27
667,3,1389-03-28,19.7,43.2,51.19,32.18,479.6,479.58,1389-03,1389,3,779,28
668,3,1389-03-29,24.42,60.6,14.49,54.41,181.3,181.25,1389-03,1389,3,780,29
669,1,1389-03-30,26.92,30.7,11.42,61.01,164.6,164.58,1389-03,1389,3,781,30
670,3,1389-03-31,28.86,32.8,12.3,21.62,156.3,156.25,1389-03,1389,3,782,31
949,3,1389-04-01,29.83,46.2,12,19.37,89.6,89.58,1389-04,1389,4,783,1
950,3,1389-04-02,28.86,39.1,14.5,44.55,449.8,449.79,1389-04,1389,4,784,2
951,1,1389-04-03,24.14,28.2,15,18.72,1379.2,1379.17,1389-04,1389,4,785,3
952,2,1389-04-04,21.65,32.3,15,1.4,374,373.96,1389-04,1389,4,786,4
953,3,1389-04-05,27.06,34.1,20,6.56,118.8,118.75,1389-04,1389,4,787,5
954,2,1389-04-06,31.22,35.2,6.3,6.03,112.5,112.5,1389-04,1389,4,788,6
955,2,1389-04-07,21.23,43.7,6,9.01,175,175,1389-04,1389,4,789,7
956,1,1389-04-08,25.95,40.3,7,27.08,164.6,164.58,1389-04,1389,4,790,8
957,4,1389-04-09,22.06,44.2,9.38,45.4,804.2,804.17,1389-04,1389,4,791,9
958,2,1389-04-10,14.57,37.5,5.02,4.03,127.1,127.08,1389-04,1389,4,792,10
959,5,1389-04-11,19.56,30.4,24.23,7.59,116.7,116.67,1389-04,1389,4,793,11
960,2,1389-04-12,23.59,6.5,15,3.09,108.3,108.33,1389-04,1389,4,794,12
961,3,1389-04-13,16.1,33.7,27,1.5,100,100,1389-04,1389,4,795,13
962,2,1389-04-14,22.34,37.9,32,1.96,141.7,141.67,1389-04,1389,4,796,14
963,2,1389-04-15,24.84,32.4,25,3.47,125,125,1389-04,1389,4,797,15
964,2,1389-04-16,21.78,35.8,48,4.07,116.7,116.67,1389-04,1389,4,798,16
965,1,1389-04-17,19.15,53.7,79,19.42,85.4,85.42,1389-04,1389,4,799,17
966,1,1389-04-18,23.17,44.8,68,19.43,122.9,122.92,1389-04,1389,4,800,18
967,4,1389-04-19,35.38,45.8,57.6,22.92,104.2,104.17,1389-04,1389,4,801,19
968,1,1389-04-20,25.81,37.3,16.5,48.11,122.9,122.92,1389-04,1389,4,802,20
969,2,1389-04-21,29.14,40.3,39.33,44.26,125,125,1389-04,1389,4,803,21
970,3,1389-04-22,28.86,39.2,30.37,48.73,172.9,172.92,1389-04,1389,4,804,22
971,2,1389-04-23,28.86,22.4,7.44,26.58,485.5,485.54,1389-04,1389,4,805,23
972,2,1389-04-24,20.67,31.7,14,6.47,193.8,193.75,1389-04,1389,4,806,24
973,3,1389-04-25,27.06,34.2,9,3.84,158.3,158.33,1389-04,1389,4,807,25
974,5,1389-04-26,31.22,34.7,14.4,8,197.9,197.92,1389-04,1389,4,808,26
975,3,1389-04-27,20.95,53.5,17.78,22.84,108.3,108.33,1389-04,1389,4,809,27
976,1,1389-04-28,27.75,17.8,9,5.1,408.3,408.33,1389-04,1389,4,810,28
977,0,1389-04-29,27.89,20.5,6.78,8.54,467.7,467.67,1389-04,1389,4,811,29
978,3,1389-04-30,28.86,21.9,6.5,17.46,408.3,408.33,1389-04,1389,4,812,30
979,0,1389-04-31,23.03,34.2,6.14,3.17,122.9,122.92,1389-04,1389,4,813,31
1259,3,1389-05-01,29.83,46.2,12,19.37,120.8,120.83,1389-05,1389,5,814,1
1260,2,1389-05-02,28.86,39.1,12.5,44.5,3021,3383.33,1389-05,1389,5,815,2
1261,2,1389-05-03,24.14,32.6,15,18.7,1795.8,1795.83,1389-05,1389,5,816,3
1262,2,1389-05-04,21.65,29.7,16,28,520.8,520.83,1389-05,1389,5,817,4
1263,1,1389-05-05,31.08,33.4,20,45.4,102.1,102.08,1389-05,1389,5,818,5
1264,2,1389-05-06,21.09,45.7,7,48.11,125,125,1389-05,1389,5,819,6
1265,0,1389-05-07,30.53,48.3,6.3,44.2,562.5,562.5,1389-05,1389,5,820,7
1266,2,1389-05-08,28.03,31.6,9.66,48.72,491.5,491.5,1389-05,1389,5,821,8
1267,2,1389-05-09,20.67,52.4,7.5,26.5,491.5,491.5,1389-05,1389,5,822,9
1268,1,1389-05-10,30.25,26,9,22.8,321.9,321.88,1389-05,1389,5,823,10
1269,0,1389-05-11,33.72,30.2,11.2,42.29,125,125,1389-05,1389,5,824,11
1270,2,1389-05-12,31.22,31.7,9.54,40.1,160.4,160.42,1389-05,1389,5,825,12
1271,3,1389-05-13,24.28,33.3,7.84,30.5,175,175,1389-05,1389,5,826,13
1272,4,1389-05-14,23.87,48.7,7.99,25.87,175,175,1389-05,1389,5,827,14
1273,3,1389-05-15,32.47,68.5,9.82,14.39,118.8,118.75,1389-05,1389,5,828,15
1274,8,1389-05-16,20.54,52,9.78,19.9,116.3,116.3,1389-05,1389,5,829,16
1275,3,1389-05-17,33.3,53.7,12.06,30.4,127.2,127.17,1389-05,1389,5,830,17
1276,2,1389-05-18,33.44,76.2,12.19,48.95,122.8,122.83,1389-05,1389,5,831,18
1277,0,1389-05-19,31.77,39.2,13.16,31.42,122.8,122.83,1389-05,1389,5,832,19
1278,4,1389-05-20,25.81,51.2,11.29,52.76,122.8,122.83,1389-05,1389,5,833,20
1279,2,1389-05-21,25,50,10.28,39.18,122.8,122.83,1389-05,1389,5,834,21
1280,2,1389-05-22,24,36.9,9.42,18.94,127.2,127.17,1389-05,1389,5,835,22
1281,1,1389-05-23,27,55.4,8.06,17.18,148.9,148.91,1389-05,1389,5,836,23
1282,2,1389-05-24,30,34.1,9.73,5.63,125,125,1389-05,1389,5,837,24
1283,1,1389-05-25,31,18.5,8.22,1.4,157.6,157.61,1389-05,1389,5,838,25
1284,4,1389-05-26,24,31.7,7.82,30.81,144.6,144.57,1389-05,1389,5,839,26
1285,0,1389-05-27,28,17.2,8.99,1.3,120.7,120.65,1389-05,1389,5,840,27
1286,2,1389-05-28,33,39.7,9.76,4.51,125,125,1389-05,1389,5,841,28
1287,1,1389-05-29,32,24.2,9.02,12.84,114.6,114.58,1389-05,1389,5,842,29
1288,1,1389-05-30,30,24.8,7.07,1.89,106.3,106.25,1389-05,1389,5,843,30
1289,1,1389-05-31,29,31,11.97,21.52,100,100,1389-05,1389,5,844,31
1569,2,1389-06-01,4.16,8.3,0.9,10.13,129,129,1389-06,1389,6,845,1
1570,1,1389-06-02,5.27,5.4,1.4,4.62,65,5.42,1389-06,1389,6,846,2
1571,3,1389-06-03,6.11,70.3,1.21,4.31,52.1,70.33,1389-06,1389,6,847,3
1572,1,1389-06-04,6.52,62.5,1.55,10.07,42.9,62.5,1389-06,1389,6,848,4
1573,3,1389-06-05,4.16,67.5,1,16.49,61.9,67.5,1389-06,1389,6,849,5
1575,1,1389-06-07,5.41,72.9,1.25,31.38,46.3,72.92,1389-06,1389,6,851,7
1576,2,1389-06-08,8.19,77.9,2,42.59,40.7,77.92,1389-06,1389,6,852,8
1577,0,1389-06-09,9.57,86.2,2.27,50.39,36.3,86.25,1389-06,1389,6,853,9
1578,1,1389-06-10,8.6,77.5,1.7,43.63,39.3,77.5,1389-06,1389,6,854,10
1579,3,1389-06-11,11.93,80.8,1.93,38.74,40.6,80.83,1389-06,1389,6,855,11
1580,3,1389-06-12,3.19,75.8,3,41.63,46.6,75.83,1389-06,1389,6,856,12
1581,4,1389-06-13,4.58,69,1.19,43.91,119,119,1389-06,1389,6,857,13
1582,1,1389-06-14,17.07,67,2.11,43.9,473.5,473.54,1389-06,1389,6,858,14
1583,7,1389-06-15,8.74,68.3,2.51,34.05,156.1,156.06,1389-06,1389,6,859,15
1584,2,1389-06-16,28.44,31.2,3.47,22.33,351.5,351.5,1389-06,1389,6,860,16
1585,2,1389-06-17,8.74,55.4,2.17,33.19,113,113,1389-06,1389,6,861,17
1586,2,1389-06-18,6.94,54.6,1.23,27.29,116.1,116.13,1389-06,1389,6,862,18
1587,2,1389-06-19,3.47,53.7,4,16.76,135.2,135.23,1389-06,1389,6,863,19
1588,4,1389-06-20,17.9,56.2,1.19,23.68,113.4,113.42,1389-06,1389,6,864,20
1589,6,1389-06-21,42.87,39.6,1.46,52.63,111.1,111.15,1389-06,1389,6,865,21
1590,1,1389-06-22,12.63,55.4,2.02,53.89,135.5,135.54,1389-06,1389,6,866,22
1591,1,1389-06-23,6.52,23.3,1.06,11.73,3033,3563,1389-06,1389,6,867,23
1592,3,1389-06-24,4.3,39.2,1.11,8.96,134.7,134.71,1389-06,1389,6,868,24
1593,2,1389-06-25,6.66,33.3,1.43,23.9,95.2,95.23,1389-06,1389,6,869,25
1594,5,1389-06-26,13.74,39.2,1.77,52.07,108.2,108.19,1389-06,1389,6,870,26
1595,2,1389-06-27,13.04,35,1.67,38.39,95.2,95.19,1389-06,1389,6,871,27
1596,7,1389-06-28,3.89,10.4,2,2.08,725.4,725.42,1389-06,1389,6,872,28
1597,3,1389-06-29,4.72,5,1.06,1.12,168,168,1389-06,1389,6,873,29
1598,3,1389-06-30,8.74,21.7,1.74,21.45,146.1,146.15,1389-06,1389,6,874,30
1599,1,1389-06-31,17.76,26.7,2.03,51.56,158.8,158.83,1389-06,1389,6,875,31
1877,1,1389-07-01,8,64.1,11.84,11.15,154.2,154.17,1389-07,1389,7,876,1
1878,2,1389-07-02,6,48.5,14.53,12.85,89.6,89.58,1389-07,1389,7,877,2
1879,4,1389-07-03,5.5,10.6,15.07,5.13,145.8,145.83,1389-07,1389,7,878,3
1880,3,1389-07-04,6,17,15.7,3.1,112.5,112.5,1389-07,1389,7,879,4
1881,2,1389-07-05,4.78,41.7,20.09,5.38,170.8,170.83,1389-07,1389,7,880,5
1882,0,1389-07-06,5.41,14.1,6.26,6.28,616.7,616.67,1389-07,1389,7,881,6
1883,3,1389-07-07,4,47.7,6.03,8.63,515.3,515.33,1389-07,1389,7,882,7
1884,2,1389-07-08,3.98,49.4,7.11,13.85,158.3,158.33,1389-07,1389,7,883,8
1885,1,1389-07-09,5.67,45.2,9.66,13.16,145.8,145.83,1389-07,1389,7,884,9
1886,2,1389-07-10,6,45.2,2.43,8.72,187.5,187.5,1389-07,1389,7,885,10
1887,3,1389-07-11,7.34,38.7,7.35,6.23,187.5,187.5,1389-07,1389,7,886,11
1888,6,1389-07-12,6.7,19.4,15.29,3.68,135.4,135.42,1389-07,1389,7,887,12
1889,1,1389-07-13,7,44.1,27.62,3.78,154.2,154.17,1389-07,1389,7,888,13
1890,0,1389-07-14,9,52.2,31.98,5.66,120.8,120.83,1389-07,1389,7,889,14
1891,2,1389-07-15,8,47.7,25.44,5.94,125,125,1389-07,1389,7,890,15
1892,4,1389-07-16,7.44,45.7,48.35,6.46,85.4,85.42,1389-07,1389,7,891,16
1893,4,1389-07-17,5.4,59.6,78.93,13.93,114.6,114.58,1389-07,1389,7,892,17
1894,1,1389-07-18,12,46.2,68.23,15.24,509.4,509.38,1389-07,1389,7,893,18
1895,5,1389-07-19,9,52.1,57.59,18.35,79.2,79.17,1389-07,1389,7,894,19
1896,2,1389-07-20,8.98,42.9,16.5,14.92,87.5,87.5,1389-07,1389,7,895,20
1897,1,1389-07-21,10,47.8,39.33,22.65,77.1,77.08,1389-07,1389,7,896,21
1898,2,1389-07-22,8.88,26.1,30.37,9.81,85.4,85.42,1389-07,1389,7,897,22
1899,8,1389-07-23,6.87,43.3,3.55,10.34,77.1,77.08,1389-07,1389,7,898,23
1900,6,1389-07-24,13,44.2,14.08,15.7,108.3,108.33,1389-07,1389,7,899,24
1901,1,1389-07-25,14,60.7,9.25,11.94,106.3,106.25,1389-07,1389,7,900,25
1902,3,1389-07-26,5.9,43,14.38,3.21,120.8,120.83,1389-07,1389,7,901,26
1903,0,1389-07-27,8.9,42.5,17.78,6.61,108.3,108.33,1389-07,1389,7,902,27
1904,2,1389-07-28,7,41,9.17,4.6,137.5,137.5,1389-07,1389,7,903,28
1905,5,1389-07-29,8,49.8,2.37,3.95,104.2,104.17,1389-07,1389,7,904,29
1906,10,1389-07-30,5,47.3,4.55,5.32,91.7,91.67,1389-07,1389,7,905,30
1907,0,1389-07-31,7,5.8,4,1.1,43,8.33,1389-07,1389,7,906,31
2180,4,1389-08-01,35.5,46.2,7,4.02,137.5,137.5,1389-08,1389,8,907,1
2181,6,1389-08-02,26.5,39.1,6.7,8,141.7,141.67,1389-08,1389,8,908,2
2182,5,1389-08-03,30.11,28.2,6.95,7.08,147.9,147.92,1389-08,1389,8,909,3
2183,0,1389-08-04,28.44,32.3,4.98,2.99,152.1,152.08,1389-08,1389,8,910,4
2184,1,1389-08-05,27.2,34.1,4.09,4.69,426,425.96,1389-08,1389,8,911,5
