,feature1,date,psi_co,psi_o3,psi_no2,psi_so2,psi_pm10,total_psi,year_month,year,month,feature2,day
2793,2,1389-10-10,12.5,31.4,2.43,8.7,56.3,56.25,1389-10,1389,10,976,10
2794,3,1389-10-11,13,9.7,15,6,160.4,160.42,1389-10,1389,10,977,11
2795,5,1389-10-12,11,37.1,27.6,3.4,158.3,158.33,1389-10,1389,10,978,12
2796,2,1389-10-13,12,39.8,27.63,3.69,87.5,87.5,1389-10,1389,10,979,13
2797,6,1389-10-14,11,34,32,5.7,81.3,81.25,1389-10,1389,10,980,14
2798,4,1389-10-15,16.6,37.8,25.44,6,66.7,66.67,1389-10,1389,10,981,15
2799,5,1389-10-16,11,57.2,48.35,6.5,79.2,79.17,1389-10,1389,10,982,16
2800,7,1389-10-17,18.45,45.4,78.98,14,70.8,78.98,1389-10,1389,10,983,17
2801,4,1389-10-18,17.9,48.8,68.23,15.3,70.8,70.83,1389-10,1389,10,984,18
2802,1,1389-10-19,12.21,39.5,57.59,18.5,58.3,58.33,1389-10,1389,10,985,19
2803,4,1389-10-20,18.3,43.3,16.5,15,56.3,56.25,1389-10,1389,10,986,20
2804,3,1389-10-21,15.8,43.2,39.5,23,81.3,81.25,1389-10,1389,10,987,21
2805,4,1389-10-22,13.4,21.3,30.34,9.8,72.9,72.92,1389-10,1389,10,988,22
2806,1,1389-10-23,15,24.1,4,10.4,75,75,1389-10,1389,10,989,23
2807,5,1389-10-24,23,27.1,14,15.7,83,83,1389-10,1389,10,990,24
2808,3,1389-10-25,15,12.2,9,12,152,152,1389-10,1389,10,991,25
2809,4,1389-10-26,15.54,17.2,14.38,3.3,182,182,1389-10,1389,10,992,26
2810,1,1389-10-27,22.2,20.7,17.78,6.6,72,72,1389-10,1389,10,993,27
2811,5,1389-10-28,15.6,22.6,9.17,4.6,97,97,1389-10,1389,10,994,28
2812,2,1389-10-29,15,19.2,2.37,4,89,89,1389-10,1389,10,995,29
2813,3,1389-10-30,12,22.3,4.55,6,91,91,1389-10,1389,10,996,30
3086,5,1389-11-01,3,38.4,12,20,56.3,56.25,1389-11,1389,11,997,1
3087,4,1389-11-02,4,37.1,13,45,68.8,68.75,1389-11,1389,11,998,2
3088,2,1389-11-03,7,40.3,15,19,64.6,64.58,1389-11,1389,11,999,3
3089,9,1389-11-04,4,42.7,16,28,75,75,1389-11,1389,11,1000,4
3090,2,1389-11-05,4,43.2,21,46,77.1,77.08,1389-11,1389,11,1001,5
3091,3,1389-11-06,5,34.8,8,49,64.6,64.58,1389-11,1389,11,1002,6
3092,4,1389-11-07,4,26.2,7,27,70.8,70.83,1389-11,1389,11,1003,7
3093,1,1389-11-08,6,32.5,9,23,81.3,81.25,1389-11,1389,11,1004,8
3094,6,1389-11-09,10,28,12,43,62.5,62.5,1389-11,1389,11,1005,9
3095,7,1389-11-10,7,25.2,10,41,62.5,62.5,1389-11,1389,11,1006,10
3096,1,1389-11-11,14,33.5,8,31,66.7,66.67,1389-11,1389,11,1007,11
3097,6,1389-11-12,7,31,8,26,85.4,85.42,1389-11,1389,11,1008,12
3098,4,1389-11-13,7,25.2,10,53,83.3,83.33,1389-11,1389,11,1009,13
3099,4,1389-11-14,13,37.5,8,65,93.8,93.75,1389-11,1389,11,1010,14
3100,7,1389-11-15,11,40.5,10,70,83.3,83.33,1389-11,1389,11,1011,15
3101,3,1389-11-16,11,30.4,10,56,85.4,85.42,1389-11,1389,11,1012,16
3102,3,1389-11-17,12,36.5,12,73,93.8,93.75,1389-11,1389,11,1013,17
3103,3,1389-11-18,6,41.5,13,71,118.8,118.75,1389-11,1389,11,1014,18
3104,4,1389-11-19,9,33.1,14,58,179.2,179.17,1389-11,1389,11,1015,19
3105,3,1389-11-20,14,27,12,52,491.5,491.5,1389-11,1389,11,1016,20
3106,5,1389-11-21,7,43.7,11,59,127.1,127.08,1389-11,1389,11,1017,21
3107,2,1389-11-22,6,43.3,10,56,154.2,154.17,1389-11,1389,11,1018,22
3108,3,1389-11-23,7,33.8,9,58,73,73,1389-11,1389,11,1019,23
3109,2,1389-11-24,5,37.8,10,56,81,81,1389-11,1389,11,1020,24
3110,5,1389-11-25,7,36.8,9,81,86,86,1389-11,1389,11,1021,25
3111,0,1389-11-26,5,40.5,8,51,89,89,1389-11,1389,11,1022,26
3112,0,1389-11-27,7,47.6,9,58,87,87,1389-11,1389,11,1023,27
3113,8,1389-11-28,6,39.7,10,52,98,98,1389-11,1389,11,1024,28
3114,3,1389-11-29,7,41.7,9,46,100,100,1389-11,1389,11,1025,29
3115,2,1389-11-30,7,43.9,7,51,140,140,1389-11,1389,11,1026,30
3388,0,1389-12-01,6,30.4,12,11,137.5,137.5,1389-12,1389,12,1027,1
3389,3,1389-12-02,8,30.1,14,5,133.3,133.33,1389-12,1389,12,1028,2
3391,6,1389-12-04,8,25.2,17,11,147.9,147.92,1389-12,1389,12,1030,4
3392,5,1389-12-05,6,58.4,21,17,152.1,152.08,1389-12,1389,12,1031,5
3393,2,1389-12-06,7,40.6,8,24,154.2,154.17,1389-12,1389,12,1032,6
3394,5,1389-12-07,7,17.7,8,32,122.9,122.92,1389-12,1389,12,1033,7
3395,2,1389-12-08,9,32.4,10,43,462.5,462.5,1389-12,1389,12,1034,8
3396,2,1389-12-09,10,36.2,9,51,191.7,191.67,1389-12,1389,12,1035,9
3397,2,1389-12-10,9,36.9,12,44,120.8,120.83,1389-12,1389,12,1036,10
3398,3,1389-12-11,13,32.3,15,39,108.3,108.33,1389-12,1389,12,1037,11
3399,1,1389-12-12,5,26.7,11,42,87.5,87.5,1389-12,1389,12,1038,12
3400,6,1389-12-13,6,73.2,8,44,2762.5,2762.5,1389-12,1389,12,1039,13
3401,3,1389-12-14,18,35.9,9,44,1229.2,1229.17,1389-12,1389,12,1040,14
3402,2,1389-12-15,9,39,10,35,33,39,1389-12,1389,12,1041,15
3403,6,1389-12-16,29,52.3,10,23,139.6,139.58,1389-12,1389,12,1042,16
3404,4,1389-12-17,8,23.2,13,34,118.8,118.75,1389-12,1389,12,1043,17
3405,3,1389-12-18,7,16.3,13,28,93.8,93.75,1389-12,1389,12,1044,18
3406,7,1389-12-19,5,12,15,17,114.6,114.58,1389-12,1389,12,1045,19
3407,6,1389-12-20,18,31.8,12,24,491.7,491.67,1389-12,1389,12,1046,20
3408,5,1389-12-21,43,28.2,12,53,189.6,189.58,1389-12,1389,12,1047,21
3409,4,1389-12-22,14,18.2,11,54,93.8,93.75,1389-12,1389,12,1048,22
3410,4,1389-12-23,8,35.7,9,12,95,95,1389-12,1389,12,1049,23
3411,5,1389-12-24,6,32.5,11,9,189,189,1389-12,1389,12,1050,24
3412,5,1389-12-25,8,26.2,10,24,110,110,1389-12,1389,12,1051,25
3413,3,1389-12-26,16,30.7,6,52,98,98,1389-12,1389,12,1052,26
3414,4,1389-12-27,15,98,10,39,400,400,1389-12,1389,12,1053,27
3415,2,1389-12-28,4,33.3,10,3,160,160,1389-12,1389,12,1054,28
3416,10,1389-12-29,7,43.8,11,6,130,130,1389-12,1389,12,1055,29
62,7,1390-01-01,8.33,38.3,9,7,99,99,1390-01,1390,1,1056,1
63,6,1390-01-02,7.91,24.6,6,7.5,90,90,1390-01,1390,1,1057,2
88,4,1390-01-02,4.72,19,7,8,87,87,1390-01,1390,1,1082,2
64,3,1390-01-03,3,25.8,10,7.9,80,80,1390-01,1390,1,1058,3
65,8,1390-01-04,4.72,21.7,10.66,8.4,156,156,1390-01,1390,1,1059,4
66,4,1390-01-05,5.55,23.7,8,5.8,175,175,1390-01,1390,1,1060,5
67,3,1390-01-06,7.22,22.1,8.94,8,80,80,1390-01,1390,1,1061,6
68,3,1390-01-07,16.93,22.1,6,4.39,1890,1890,1390-01,1390,1,1062,7
69,9,1390-01-08,7.08,23.3,7,4.6,280,280,1390-01,1390,1,1063,8
70,3,1390-01-09,4.44,22.1,12,5.98,100,100,1390-01,1390,1,1064,9
71,4,1390-01-10,4.16,22.1,10,9.6,90,90,1390-01,1390,1,1065,10
72,5,1390-01-11,8.6,22.5,9.39,7.7,120,120,1390-01,1390,1,1066,11
73,6,1390-01-12,4.3,22.5,8,5.4,180,180,1390-01,1390,1,1067,12
74,3,1390-01-13,3.89,22.9,6,7.9,98,98,1390-01,1390,1,1068,13
75,6,1390-01-14,6.24,67.8,7,10,90,90,1390-01,1390,1,1069,14
76,7,1390-01-15,3.61,41.7,9,11.5,87,87,1390-01,1390,1,1070,15
77,7,1390-01-16,9.44,45.8,8.78,7.9,760,760,1390-01,1390,1,1071,16
78,6,1390-01-17,9.99,47.1,6,6.6,90,90,1390-01,1390,1,1072,17
79,4,1390-01-18,3.75,43.3,5.9,12.5,150,150,1390-01,1390,1,1073,18
80,4,1390-01-19,11.52,35.3,6,16,158,158,1390-01,1390,1,1074,19
81,6,1390-01-20,5,37.5,10,5,130,130,1390-01,1390,1,1075,20
82,5,1390-01-21,9.16,36.2,9.79,7.2,89,89,1390-01,1390,1,1076,21
83,5,1390-01-22,6.38,32.5,6,8.3,95,95,1390-01,1390,1,1077,22
84,4,1390-01-23,6.8,33.3,8,8.6,123,123,1390-01,1390,1,1078,23
85,6,1390-01-24,13.88,37.5,8,3.4,169,169,1390-01,1390,1,1079,24
87,3,1390-01-26,6.11,10,7,4.6,98,98,1390-01,1390,1,1081,26
89,9,1390-01-28,4.16,25,8,6,109,109,1390-01,1390,1,1083,28
90,4,1390-01-29,11.24,32,6,6,120,120,1390-01,1390,1,1084,29
91,4,1390-01-30,5.13,30,6.5,7,108,108,1390-01,1390,1,1085,30
92,5,1390-01-31,4,28,7,8,126,126,1390-01,1390,1,1086,31
361,3,1390-02-01,14,35.3,5.13,1.45,23,35.33,1390-02,1390,2,1087,1
362,5,1390-02-02,15,21.7,5.26,2.44,56,21.67,1390-02,1390,2,1088,2
363,5,1390-02-03,13,33.3,7,4.89,43,33.33,1390-02,1390,2,1089,3
364,1,1390-02-04,13,28.7,7,5,33,28.75,1390-02,1390,2,1090,4
365,5,1390-02-05,30,51.2,8,2,54,51.25,1390-02,1390,2,1091,5
366,9,1390-02-06,22,27.9,7,13,71.7,71.74,1390-02,1390,2,1092,6
367,5,1390-02-07,15,36.7,9,13.19,174.4,174.42,1390-02,1390,2,1093,7
368,3,1390-02-08,13,40,6,1.6,56,56.03,1390-02,1390,2,1094,8
369,7,1390-02-09,13,45.4,11,2.41,72.9,72.93,1390-02,1390,2,1095,9
370,1,1390-02-10,13,32.9,10,5.47,171,170.99,1390-02,1390,2,1096,10
371,1,1390-02-11,12,16.7,8,5.77,171.6,171.63,1390-02,1390,2,1097,11
372,5,1390-02-12,11,31.7,9,2,72.5,72.47,1390-02,1390,2,1098,12
373,11,1390-02-13,12,32.5,5,3.63,86.2,86.19,1390-02,1390,2,1099,13
374,2,1390-02-14,11,33.3,6,5.81,125.3,125.3,1390-02,1390,2,1100,14
375,7,1390-02-15,17,32.5,11,13.38,82.1,82.1,1390-02,1390,2,1101,15
376,7,1390-02-16,12,36.2,9,10.77,132.6,132.6,1390-02,1390,2,1102,16
377,8,1390-02-17,19,31.7,8,3.58,128.8,128.76,1390-02,1390,2,1103,17
378,7,1390-02-18,17,25.4,7,23.72,445,445.04,1390-02,1390,2,1104,18
379,7,1390-02-19,12,29.2,8,51,183.8,183.79,1390-02,1390,2,1105,19
380,8,1390-02-20,18,30.8,7,17,92.3,92.27,1390-02,1390,2,1106,20
381,3,1390-02-21,16,36.7,5,5,142.2,142.22,1390-02,1390,2,1107,21
382,5,1390-02-22,14,34.2,6,6,444.2,444.16,1390-02,1390,2,1108,22
383,4,1390-02-23,15,25,8,9,300,300,1390-02,1390,2,1109,23
384,14,1390-02-24,23,20.4,8,6,432,432,1390-02,1390,2,1110,24
385,7,1390-02-25,14,39.2,6,1.2,190,190,1390-02,1390,2,1111,25
386,4,1390-02-26,16,36.7,5,1.55,187,187,1390-02,1390,2,1112,26
387,3,1390-02-27,22,43.7,6,10,160,160,1390-02,1390,2,1113,27
388,3,1390-02-28,15,29.2,6,22,153,153,1390-02,1390,2,1114,28
389,5,1390-02-29,15,48.7,9,10,110,110,1390-02,1390,2,1115,29
390,2,1390-02-30,12,29.6,8,13.3,130,130,1390-02,1390,2,1116,30
391,2,1390-02-31,16,37.1,9,8,122,122,1390-02,1390,2,1117,31
671,5,1390-03-01,29,36.7,14,16,104.8,104.8,1390-03,1390,3,1118,1
672,9,1390-03-02,28,30.8,17,17,115.6,115.58,1390-03,1390,3,1119,2
673,4,1390-03-03,24,41.2,18,10,116.1,116.08,1390-03,1390,3,1120,3
674,2,1390-03-04,21,48.7,19,8,100,99.96,1390-03,1390,3,1121,4
675,8,1390-03-05,27,50.4,23,10,89.2,89.22,1390-03,1390,3,1122,5
676,3,1390-03-06,31,47.5,9,11,99.3,99.25,1390-03,1390,3,1123,6
677,7,1390-03-07,21,52.5,9,13,123.9,123.89,1390-03,1390,3,1124,7
678,4,1390-03-08,25,78.3,10,18,178.1,178.09,1390-03,1390,3,1125,8
679,11,1390-03-09,22,68.3,12,18,119.3,119.35,1390-03,1390,3,1126,9
680,3,1390-03-10,14,80,5,13,198.9,198.85,1390-03,1390,3,1127,10
681,8,1390-03-11,19,54.2,10,11,334.2,334.22,1390-03,1390,3,1128,11
682,4,1390-03-12,23,52.1,18,8,401.3,401.3,1390-03,1390,3,1129,12
683,6,1390-03-13,16,55.8,31,8,417.7,417.69,1390-03,1390,3,1130,13
684,5,1390-03-14,21,54.2,34,11,197.4,197.36,1390-03,1390,3,1131,14
685,5,1390-03-15,26,49.6,28,11,107.9,107.86,1390-03,1390,3,1132,15
686,5,1390-03-16,20,43.7,51,12,98,98,1390-03,1390,3,1133,16
687,6,1390-03-17,18,51.2,82,19,112.1,112.13,1390-03,1390,3,1134,17
688,2,1390-03-18,22,62.9,69,20,439.7,439.66,1390-03,1390,3,1135,18
689,4,1390-03-19,36,64.6,61,23,366,366.04,1390-03,1390,3,1136,19
690,0,1390-03-20,27,52.1,19,21,151.6,151.61,1390-03,1390,3,1137,20
691,5,1390-03-21,31,54.2,42,28,112.9,112.92,1390-03,1390,3,1138,21
692,2,1390-03-22,30,70,33,15,143,143,1390-03,1390,3,1139,22
693,5,1390-03-23,31,65,6,15,112,112,1390-03,1390,3,1140,23
694,3,1390-03-24,22,58,17,21,160,160,1390-03,1390,3,1141,24
695,4,1390-03-25,29,45,12,16,115,115,1390-03,1390,3,1142,25
696,3,1390-03-26,32,65,17,6,176,176,1390-03,1390,3,1143,26
697,5,1390-03-27,23,49,21,12,134,134,1390-03,1390,3,1144,27
698,6,1390-03-28,29,47,12,10,176,176,1390-03,1390,3,1145,28
699,6,1390-03-29,30,43,6,6,166,166,1390-03,1390,3,1146,29
700,3,1390-03-30,31,36,7.5,11,145,145,1390-03,1390,3,1147,30
701,5,1390-03-31,25,48,9,15,156,156,1390-03,1390,3,1148,31
980,3,1390-04-01,17,71.6,7.92,16.16,92.1,92.07,1390-04,1390,4,1149,1
981,6,1390-04-02,18,79.2,8.52,12.72,196,195.99,1390-04,1390,4,1150,2
982,4,1390-04-03,15.63,80.8,6.49,9.23,166.8,166.84,1390-04,1390,4,1151,3
983,2,1390-04-04,15.9,77.9,5.78,6.68,143,143.03,1390-04,1390,4,1152,4
984,6,1390-04-05,32.14,73.7,6.49,6.78,173.8,173.83,1390-04,1390,4,1153,5
985,3,1390-04-06,24.51,66.2,7.89,8.66,107.7,107.68,1390-04,1390,4,1154,6
986,3,1390-04-07,17.85,60.8,8.05,8.94,76.5,76.53,1390-04,1390,4,1155,7
987,6,1390-04-08,15.35,80,8.52,9.49,119.4,119.39,1390-04,1390,4,1156,8
988,1,1390-04-09,16,49.6,8.07,16.93,114.7,114.72,1390-04,1390,4,1157,9
989,5,1390-04-10,15,54.2,8.75,18.24,508.9,508.89,1390-04,1390,4,1158,10
990,3,1390-04-11,15.9,57.1,7.11,21.35,162.4,162.42,1390-04,1390,4,1159,11
991,10,1390-04-12,13.55,62.1,8.96,17.26,170.9,170.92,1390-04,1390,4,1160,12
992,3,1390-04-13,14.93,72.9,10.68,18.24,148.5,148.5,1390-04,1390,4,1161,13
993,5,1390-04-14,13.96,71.2,6.89,19.26,197,197.04,1390-04,1390,4,1162,14
994,5,1390-04-15,19.51,81.2,8.49,19.2,168.6,168.62,1390-04,1390,4,1163,15
995,7,1390-04-16,14,50.4,8.05,19.45,146.2,146.22,1390-04,1390,4,1164,16
996,3,1390-04-17,18.45,45,9.28,20.57,190.6,190.6,1390-04,1390,4,1165,17
997,4,1390-04-18,20.9,43.7,7.19,23,336.8,336.75,1390-04,1390,4,1166,18
998,4,1390-04-19,15.21,37.9,7.78,20.78,335.6,335.59,1390-04,1390,4,1167,19
999,5,1390-04-20,21.32,40.4,7.87,19.89,69.5,69.52,1390-04,1390,4,1168,20
1000,5,1390-04-21,18.82,32.9,7.63,18.97,97.5,97.47,1390-04,1390,4,1169,21
1001,3,1390-04-22,16.46,37.9,8.95,20.09,83,83,1390-04,1390,4,1170,22
1002,3,1390-04-23,17.85,34.2,5.3,15,117,117,1390-04,1390,4,1171,23
1003,1,1390-04-24,26,33.7,4.15,6.03,140,140,1390-04,1390,4,1172,24
1004,4,1390-04-25,17.5,37.1,7.05,7.46,99,99,1390-04,1390,4,1173,25
1005,2,1390-04-26,19,35.3,8.49,9.03,89,89,1390-04,1390,4,1174,26
1006,7,1390-04-27,23,68.7,8.01,7.99,111,111,1390-04,1390,4,1175,27
1007,4,1390-04-28,18,73.7,8.51,8.22,110,110,1390-04,1390,4,1176,28
1008,3,1390-04-29,19,83.3,9.99,8.95,132,132,1390-04,1390,4,1177,29
1009,1,1390-04-30,14.79,72.9,9.61,8.54,98,98,1390-04,1390,4,1178,30
1010,4,1390-04-31,18.54,80,9,8.91,103,103,1390-04,1390,4,1179,31
1290,6,1390-05-01,4.91,75.9,13.84,5,80.7,80.69,1390-05,1390,5,1180,1
1291,2,1390-05-02,6,80.4,14.53,8,93.8,93.83,1390-05,1390,5,1181,2
1292,3,1390-05-03,9,68.6,17,9.87,101.7,101.66,1390-05,1390,5,1182,3
1293,4,1390-05-04,5.05,74.7,18,5,81.4,81.38,1390-05,1390,5,1183,4
1294,7,1390-05-05,5.33,92,22,8.98,100.9,100.88,1390-05,1390,5,1184,5
1295,2,1390-05-06,6.86,83.2,9.11,9.98,199.4,199.4,1390-05,1390,5,1185,6
1296,3,1390-05-07,5.47,81.6,8.3,8.9,176.3,176.27,1390-05,1390,5,1186,7
1297,7,1390-05-08,7.69,77.8,11.66,8.08,101.5,101.49,1390-05,1390,5,1187,8
1298,3,1390-05-09,11.16,90.6,9.55,8,103.1,103.1,1390-05,1390,5,1188,9
1299,4,1390-05-10,8.8,78.4,11,6.89,115.9,115.92,1390-05,1390,5,1189,10
1300,8,1390-05-11,15.88,84.5,13.23,7.98,88.7,88.75,1390-05,1390,5,1190,11
1301,4,1390-05-12,8.57,79.6,11.54,9,71,79.64,1390-05,1390,5,1191,12
1302,10,1390-05-13,8.66,87.1,9.84,8,25.4,87.06,1390-05,1390,5,1192,13
1303,1,1390-05-14,14.63,77,9.99,3.85,121.4,121.35,1390-05,1390,5,1193,14
1304,5,1390-05-15,12.55,74.7,11.82,16.62,168,168.03,1390-05,1390,5,1194,15
1305,4,1390-05-16,12.96,76.4,11.78,8.97,162.1,162.06,1390-05,1390,5,1195,16
1306,8,1390-05-17,13.79,73.5,14,11.34,137.7,137.68,1390-05,1390,5,1196,17
1307,5,1390-05-18,8.11,82.4,14.19,10.74,482.8,482.8,1390-05,1390,5,1197,18
1308,2,1390-05-19,10.33,79,15.16,10.81,173.8,173.83,1390-05,1390,5,1198,19
1309,6,1390-05-20,15.18,80.3,13.29,13.09,103.4,103.43,1390-05,1390,5,1199,20
1310,0,1390-05-21,8.11,81.8,12.28,13,125.7,125.7,1390-05,1390,5,1200,21
1311,8,1390-05-22,7.97,73,11.42,12.1,90,90,1390-05,1390,5,1201,22
1312,6,1390-05-23,8.52,74.5,10,12.37,98,98,1390-05,1390,5,1202,23
1313,9,1390-05-24,6.3,80.6,11.73,11.83,121,121,1390-05,1390,5,1203,24
1314,2,1390-05-25,8.66,79.8,10.22,13,132,132,1390-05,1390,5,1204,25
1315,6,1390-05-26,6.72,70.2,9.82,14.08,78,78,1390-05,1390,5,1205,26
1316,6,1390-05-27,8.66,72.1,10.99,12.1,90,90,1390-05,1390,5,1206,27
1317,3,1390-05-28,7.83,76.8,11.76,4.37,96,96,1390-05,1390,5,1207,28
1318,4,1390-05-29,78.8,78.5,11,5.56,59,98.94,1390-05,1390,5,1208,29
1319,2,1390-05-30,9,105,9.07,10.84,109,215.12,1390-05,1390,5,1209,30
1320,6,1390-05-31,6.66,79.2,13.97,8,136,136,1390-05,1390,5,1210,31
1600,5,1390-06-01,7.16,72,3.9,13,56,71.97,1390-06,1390,6,1211,1
1601,2,1390-06-02,8.27,72.5,4.4,7,43,72.47,1390-06,1390,6,1212,2
1602,3,1390-06-03,9.11,74,4.21,7,52.8,74.02,1390-06,1390,6,1213,3
1603,3,1390-06-04,9.52,80.3,4.55,13,42.3,80.31,1390-06,1390,6,1214,4
1604,8,1390-06-05,7.14,90.7,3.7,19,37.9,90.66,1390-06,1390,6,1215,5
1605,2,1390-06-06,9.66,88.1,4.51,26,38.9,88.06,1390-06,1390,6,1216,6
1606,4,1390-06-07,8.41,74,4.25,37,42.3,74.02,1390-06,1390,6,1217,7
1607,0,1390-06-08,11.19,80.3,6,45,42.4,80.31,1390-06,1390,6,1218,8
1608,4,1390-06-09,12.57,90.7,5.89,54,46.1,90.66,1390-06,1390,6,1219,9
1609,11,1390-06-10,11.6,88.1,5,47,41.5,88.06,1390-06,1390,6,1220,10
1610,8,1390-06-11,13.93,97,6,41,25.8,200.63,1390-06,1390,6,1221,11
1611,4,1390-06-12,6.19,94,4,45,77.6,94,1390-06,1390,6,1222,12
1612,6,1390-06-13,7.58,102,4.89,48,89.3,202.4,1390-06,1390,6,1223,13
1613,4,1390-06-14,20,97,5.76,43,121.1,205.35,1390-06,1390,6,1224,14
1614,4,1390-06-15,11.74,92.2,6,35,114.2,114.2,1390-06,1390,6,1225,15
1615,4,1390-06-16,31.44,94,5.84,27,128.4,128.41,1390-06,1390,6,1226,16
1616,3,1390-06-17,11.74,91.2,5.45,36,102.9,102.92,1390-06,1390,6,1227,17
1617,6,1390-06-18,9.94,92.8,4.34,31,98.7,98.72,1390-06,1390,6,1228,18
1618,4,1390-06-19,6.47,62.5,3.38,18,107.9,107.87,1390-06,1390,6,1229,19
1619,3,1390-06-20,20.9,76,4.65,25,164.7,164.68,1390-06,1390,6,1230,20
1620,8,1390-06-21,45.87,67.6,4.76,54,83.9,83.91,1390-06,1390,6,1231,21
1621,3,1390-06-22,15.63,71.5,5.09,56,84.6,84.58,1390-06,1390,6,1232,22
1622,3,1390-06-23,9.52,76.5,4.09,14.98,76,76.49,1390-06,1390,6,1233,23
1623,4,1390-06-24,7.3,72.5,4.44,13,154,154,1390-06,1390,6,1234,24
1624,3,1390-06-25,9.66,75,4.45,27,74,74.96,1390-06,1390,6,1235,25
1625,8,1390-06-26,16.74,84.3,4.77,56,84,84.33,1390-06,1390,6,1236,26
1626,5,1390-06-27,16,73.8,4.89,39,73,73.82,1390-06,1390,6,1237,27
1627,7,1390-06-28,6.89,72.2,3.8,6,72,72.2,1390-06,1390,6,1238,28
1628,6,1390-06-29,7.72,70.1,4.65,8,70,70.12,1390-06,1390,6,1239,29
1629,8,1390-06-30,11.74,72.7,4.84,26,98,98,1390-06,1390,6,1240,30
1630,7,1390-06-31,20.76,83.8,5,55,83,83.8,1390-06,1390,6,1241,31
1908,7,1390-07-01,6,59.2,13,10.5,60.5,60.48,1390-07,1390,7,1242,1
1909,5,1390-07-02,5,67.9,18,13,59.1,67.92,1390-07,1390,7,1243,2
1910,4,1390-07-03,6,59.5,15,7,69.3,69.3,1390-07,1390,7,1244,3
1911,5,1390-07-04,7,50.4,16,4,53.8,53.84,1390-07,1390,7,1245,4
1912,0,1390-07-05,4,45,21,9,54.1,54.14,1390-07,1390,7,1246,5
1913,5,1390-07-06,8,30.8,8,7,59.3,59.33,1390-07,1390,7,1247,6
1914,5,1390-07-07,7,32.1,8,8,60.8,60.82,1390-07,1390,7,1248,7
1915,4,1390-07-08,9,31.2,9,6,63.2,63.17,1390-07,1390,7,1249,8
1916,3,1390-07-09,10,30,11,3,90.5,90.5,1390-07,1390,7,1250,9
1917,1,1390-07-10,9,28.3,5,8,108.6,108.62,1390-07,1390,7,1251,10
1918,4,1390-07-11,13,28.3,7,12,64.4,64.35,1390-07,1390,7,1252,11
1919,6,1390-07-12,6,28.7,17,17,85.3,85.27,1390-07,1390,7,1253,12
1920,1,1390-07-13,5,31.7,29,21,53.5,53.52,1390-07,1390,7,1254,13
1921,8,1390-07-14,16.5,34.2,34,18,70.6,70.57,1390-07,1390,7,1255,14
1922,4,1390-07-15,9,29.6,25,16,55.4,55.45,1390-07,1390,7,1256,15
1923,3,1390-07-16,27,30.4,49,23,62.4,62.35,1390-07,1390,7,1257,16
1924,1,1390-07-17,8,54,50,18,61.1,61.12,1390-07,1390,7,1258,17
1925,5,1390-07-18,7,55,54,19,100,100,1390-07,1390,7,1259,18
1926,4,1390-07-19,4,53,48,16,120,120,1390-07,1390,7,1260,19
1927,4,1390-07-20,19,56,15,14,111,111,1390-07,1390,7,1261,20
1928,4,1390-07-21,41,39,39,12,98,98,1390-07,1390,7,1262,21
1929,4,1390-07-22,15,55,30,9,90.8,90.76,1390-07,1390,7,1263,22
1930,1,1390-07-23,8,22,9,17,130,130,1390-07,1390,7,1264,23
1931,3,1390-07-24,6,39,13,25,158,158,1390-07,1390,7,1265,24
1932,6,1390-07-25,9,33,10,21,97,97,1390-07,1390,7,1266,25
1933,3,1390-07-26,15,39,19,11,89,89,1390-07,1390,7,1267,26
1934,1,1390-07-27,14,35,10,9,123,123,1390-07,1390,7,1268,27
1935,5,1390-07-28,5,10,8,28,110,110,1390-07,1390,7,1269,28
1936,4,1390-07-29,5,11,4,11,93,93,1390-07,1390,7,1270,29
1937,5,1390-07-30,10,24.6,8,8,143,143,1390-07,1390,7,1271,30
2210,4,1390-08-01,25,48,17,10,170,170,1390-08,1390,8,1272,1
2211,2,1390-08-02,35,45,16,14,109,109,1390-08,1390,8,1273,2
2212,7,1390-08-03,28,46,17,13,104,104,1390-08,1390,8,1274,3
2213,3,1390-08-04,30,30,15,8,133,133,1390-08,1390,8,1275,4
2214,6,1390-08-05,15,23,14,10,165,165,1390-08,1390,8,1276,5
2215,8,1390-08-06,28,34,15,11,100,100,1390-08,1390,8,1277,6
2216,4,1390-08-07,32,40,16,18,119,119,1390-08,1390,8,1278,7
2217,7,1390-08-08,28,50,13,15,98,98,1390-08,1390,8,1279,8
2218,4,1390-08-09,33,45,17,11,145,145,1390-08,1390,8,1280,9
2219,7,1390-08-10,33.9,47,14,14,89,89,1390-08,1390,8,1281,10
2220,6,1390-08-11,23,28,18,19,154,154,1390-08,1390,8,1282,11
2221,5,1390-08-12,33,40,16,14,160,160,1390-08,1390,8,1283,12
2222,3,1390-08-13,20,44,17,19,98,98,1390-08,1390,8,1284,13
2223,6,1390-08-14,27,60,41,12,78,78,1390-08,1390,8,1285,14
2224,3,1390-08-15,27,43,30,8,87,87,1390-08,1390,8,1286,15
2225,4,1390-08-16,28,42,48,11,98,98,1390-08,1390,8,1287,16
2226,6,1390-08-17,18,50,17,14,100,100,1390-08,1390,8,1288,17
2227,4,1390-08-18,19,30,10,16,109,109,1390-08,1390,8,1289,18
2228,7,1390-08-19,13,34,9,19,111,111,1390-08,1390,8,1290,19
2229,7,1390-08-20,18,53,8,30,112,112,1390-08,1390,8,1291,20
